Grid Size ,85,,,,,,,,
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,75,65,2,2,0,150,130,0
0,1,75,64,2,2,0,150,128,0
0,1,75,63,2,2,0,150,126,0
0,1,76,63,2,2,0,152,126,0
0,1,77,63,2,2,0,154,126,0
0,1,77,64,2,2,0,154,128,0
0,1,77,65,2,2,0,154,130,0
0,1,76,65,2,2,0,152,130,0
0,0,77,64,2,2,0,154,128,0
0,1,76,65,2,2,0,152,130,0
0,1,76,64,2,2,0,152,128,0
0,1,76,63,2,2,0,152,126,0
0,1,77,63,2,2,0,154,126,0
0,1,78,63,2,2,0,156,126,0
0,1,78,64,2,2,0,156,128,0
0,1,78,65,2,2,0,156,130,0
0,1,77,65,2,2,0,154,130,0
0,0,78,64,2,2,0,156,128,0
0,1,77,65,2,2,0,154,130,0
0,1,77,64,2,2,0,154,128,0
0,1,77,63,2,2,0,154,126,0
0,1,78,63,2,2,0,156,126,0
0,1,79,63,2,2,0,158,126,0
0,1,79,64,2,2,0,158,128,0
0,1,79,65,2,2,0,158,130,0
0,1,78,65,2,2,0,156,130,0
0,0,79,64,2,2,0,158,128,0
0,1,78,65,2,2,0,156,130,0
0,1,78,64,2,2,0,156,128,0
0,1,78,63,2,2,0,156,126,0
0,1,79,63,2,2,0,158,126,0
0,1,80,63,2,2,0,160,126,0
0,1,80,64,2,2,0,160,128,0
0,1,80,65,2,2,0,160,130,0
0,1,79,65,2,2,0,158,130,0
0,0,80,64,2,2,0,160,128,0
0,1,79,65,2,2,0,158,130,0
0,1,79,64,2,2,0,158,128,0
0,1,79,63,2,2,0,158,126,0
0,1,80,63,2,2,0,160,126,0
0,1,81,63,2,2,0,162,126,0
0,1,81,64,2,2,0,162,128,0
0,1,81,65,2,2,0,162,130,0
0,1,80,65,2,2,0,160,130,0
0,0,81,64,2,2,0,162,128,0
0,1,80,65,2,2,0,160,130,0
0,1,80,64,2,2,0,160,128,0
0,1,80,63,2,2,0,160,126,0
0,1,81,63,2,2,0,162,126,0
0,1,82,63,2,2,0,164,126,0
0,1,82,64,2,2,0,164,128,0
0,1,82,65,2,2,0,164,130,0
0,1,81,65,2,2,0,162,130,0
0,0,82,64,2,2,0,164,128,0
0,1,81,65,2,2,0,162,130,0
0,1,81,64,2,2,0,162,128,0
0,1,81,63,2,2,0,162,126,0
0,1,82,63,2,2,0,164,126,0
0,1,83,63,2,2,0,166,126,0
0,1,83,64,2,2,0,166,128,0
0,1,83,65,2,2,0,166,130,0
0,1,82,65,2,2,0,164,130,0
0,0,83,64,2,2,0,166,128,0
0,1,82,65,2,2,0,164,130,0
0,1,82,64,2,2,0,164,128,0
0,1,82,63,2,2,0,164,126,0
0,1,83,63,2,2,0,166,126,0
0,1,84,63,2,2,0,168,126,0
0,1,84,64,2,2,0,168,128,0
0,1,84,65,2,2,0,168,130,0
0,1,83,65,2,2,0,166,130,0
0,0,84,64,2,2,0,168,128,0
0,1,83,65,2,2,0,166,130,0
0,1,83,64,2,2,0,166,128,0
0,1,83,63,2,2,0,166,126,0
0,1,84,63,2,2,0,168,126,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,84,65,2,2,0,168,130,0
0,0,0,65,2,2,0,0,130,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,64,2,2,0,0,128,0
0,1,1,64,2,2,0,2,128,0
0,1,1,65,2,2,0,2,130,0
0,1,1,66,2,2,0,2,132,0
0,1,0,66,2,2,0,0,132,0
0,0,1,65,2,2,0,2,130,0
0,1,0,66,2,2,0,0,132,0
0,1,0,65,2,2,0,0,130,0
0,1,0,64,2,2,0,0,128,0
0,1,1,64,2,2,0,2,128,0
0,1,2,64,2,2,0,4,128,0
0,1,2,65,2,2,0,4,130,0
0,1,2,66,2,2,0,4,132,0
0,1,1,66,2,2,0,2,132,0
0,0,2,65,2,2,0,4,130,0
0,1,1,66,2,2,0,2,132,0
0,1,1,65,2,2,0,2,130,0
0,1,1,64,2,2,0,2,128,0
0,1,2,64,2,2,0,4,128,0
0,1,3,64,2,2,0,6,128,0
0,1,3,65,2,2,0,6,130,0
0,1,3,66,2,2,0,6,132,0
0,1,2,66,2,2,0,4,132,0
0,0,3,65,2,2,0,6,130,0
0,1,2,66,2,2,0,4,132,0
0,1,2,65,2,2,0,4,130,0
0,1,2,64,2,2,0,4,128,0
0,1,3,64,2,2,0,6,128,0
0,1,4,64,2,2,0,8,128,0
0,1,4,65,2,2,0,8,130,0
0,1,4,66,2,2,0,8,132,0
0,1,3,66,2,2,0,6,132,0
0,0,4,65,2,2,0,8,130,0
0,1,3,66,2,2,0,6,132,0
0,1,3,65,2,2,0,6,130,0
0,1,3,64,2,2,0,6,128,0
0,1,4,64,2,2,0,8,128,0
0,1,5,64,2,2,0,10,128,0
0,1,5,65,2,2,0,10,130,0
0,1,5,66,2,2,0,10,132,0
0,1,4,66,2,2,0,8,132,0
0,0,5,65,2,2,0,10,130,0
0,1,4,66,2,2,0,8,132,0
0,1,4,65,2,2,0,8,130,0
0,1,4,64,2,2,0,8,128,0
0,1,5,64,2,2,0,10,128,0
0,1,6,64,2,2,0,12,128,0
0,1,6,65,2,2,0,12,130,0
0,1,6,66,2,2,0,12,132,0
0,1,5,66,2,2,0,10,132,0
0,0,6,65,2,2,0,12,130,0
0,1,5,66,2,2,0,10,132,0
0,1,5,65,2,2,0,10,130,0
0,1,5,64,2,2,0,10,128,0
0,1,6,64,2,2,0,12,128,0
0,1,7,64,2,2,0,14,128,0
0,1,7,65,2,2,0,14,130,0
0,1,7,66,2,2,0,14,132,0
0,1,6,66,2,2,0,12,132,0
0,0,7,65,2,2,0,14,130,0
0,1,6,66,2,2,0,12,132,0
0,1,6,65,2,2,0,12,130,0
0,1,6,64,2,2,0,12,128,0
0,1,7,64,2,2,0,14,128,0
0,1,8,64,2,2,0,16,128,0
0,1,8,65,2,2,0,16,130,0
0,1,8,66,2,2,0,16,132,0
0,1,7,66,2,2,0,14,132,0
0,0,8,65,2,2,0,16,130,0
0,1,7,66,2,2,0,14,132,0
0,1,7,65,2,2,0,14,130,0
0,1,7,64,2,2,0,14,128,0
0,1,8,64,2,2,0,16,128,0
0,1,9,64,2,2,0,18,128,0
0,1,9,65,2,2,0,18,130,0
0,1,9,66,2,2,0,18,132,0
0,1,8,66,2,2,0,16,132,0
0,0,9,65,2,2,0,18,130,0
0,1,8,66,2,2,0,16,132,0
0,1,8,65,2,2,0,16,130,0
0,1,8,64,2,2,0,16,128,0
0,1,9,64,2,2,0,18,128,0
0,1,10,64,-1.999992371,2,0,20,128,0
0,1,10,65,-1.999992371,2,0,20,130,0
0,1,10,66,-1.999992371,2,0,20,132,0
0,1,9,66,2,2,0,18,132,0
0,0,10,65,-1.999992371,2,0,20,130,0
0,1,9,66,2,2,0,18,132,0
0,1,9,65,2,2,0,18,130,0
0,1,9,64,2,2,0,18,128,0
0,1,10,64,-1.999992371,2,0,20,128,0
0,1,11,64,2,2,0,22,128,0
0,1,11,65,2,2,0,22,130,0
0,1,11,66,2,2,0,22,132,0
0,1,10,66,-1.999992371,2,0,20,132,0
0,0,11,65,2,2,0,22,130,0
0,1,10,66,-1.999992371,2,0,20,132,0
0,1,10,65,-1.999992371,2,0,20,130,0
0,1,10,64,-1.999992371,2,0,20,128,0
0,1,11,64,2,2,0,22,128,0
0,1,12,64,2,2,0,24,128,0
0,1,12,65,2,2,0,24,130,0
0,1,12,66,2,2,0,24,132,0
0,1,11,66,2,2,0,22,132,0
0,0,12,65,2,2,0,24,130,0
0,1,11,66,2,2,0,22,132,0
0,1,11,65,2,2,0,22,130,0
0,1,11,64,2,2,0,22,128,0
0,1,12,64,2,2,0,24,128,0
0,1,13,64,2,2,0,26,128,0
0,1,13,65,2,2,0,26,130,0
0,1,13,66,2,2,0,26,132,0
0,1,12,66,2,2,0,24,132,0
0,0,13,65,2,2,0,26,130,0
0,1,12,66,2,2,0,24,132,0
0,1,12,65,2,2,0,24,130,0
0,1,12,64,2,2,0,24,128,0
0,1,13,64,2,2,0,26,128,0
0,1,14,64,2,2,0,28,128,0
0,1,14,65,2,2,0,28,130,0
0,1,14,66,2,2,0,28,132,0
0,1,13,66,2,2,0,26,132,0
0,0,14,65,2,2,0,28,130,0
0,1,13,66,2,2,0,26,132,0
0,1,13,65,2,2,0,26,130,0
0,1,13,64,2,2,0,26,128,0
0,1,14,64,2,2,0,28,128,0
0,1,15,64,2,2,0,30,128,0
0,1,15,65,2,2,0,30,130,0
0,1,15,66,2,2,0,30,132,0
0,1,14,66,2,2,0,28,132,0
0,0,15,65,2,2,0,30,130,0
0,1,14,66,2,2,0,28,132,0
0,1,14,65,2,2,0,28,130,0
0,1,14,64,2,2,0,28,128,0
0,1,15,64,2,2,0,30,128,0
0,1,16,64,2,2,0,32,128,0
0,1,16,65,2,2,0,32,130,0
0,1,16,66,2,2,0,32,132,0
0,1,15,66,2,2,0,30,132,0
0,0,16,65,2,2,0,32,130,0
0,1,15,66,2,2,0,30,132,0
0,1,15,65,2,2,0,30,130,0
0,1,15,64,2,2,0,30,128,0
0,1,16,64,2,2,0,32,128,0
0,1,17,64,2,2,0,34,128,0
0,1,17,65,2,2,0,34,130,0
0,1,17,66,2,2,0,34,132,0
0,1,16,66,2,2,0,32,132,0
0,0,17,65,2,2,0,34,130,0
0,1,16,66,2,2,0,32,132,0
0,1,16,65,2,2,0,32,130,0
0,1,16,64,2,2,0,32,128,0
0,1,17,64,2,2,0,34,128,0
0,1,18,64,2,2,0,36,128,0
0,1,18,65,2,2,0,36,130,0
0,1,18,66,2,2,0,36,132,0
0,1,17,66,2,2,0,34,132,0
0,0,18,65,2,2,0,36,130,0
0,1,17,66,2,2,0,34,132,0
0,1,17,65,2,2,0,34,130,0
0,1,17,64,2,2,0,34,128,0
0,1,18,64,2,2,0,36,128,0
0,1,19,64,2,2,0,38,128,0
0,1,19,65,2,2,0,38,130,0
0,1,19,66,2,2,0,38,132,0
0,1,18,66,2,2,0,36,132,0
0,0,19,65,2,2,0,38,130,0
0,1,18,66,2,2,0,36,132,0
0,1,18,65,2,2,0,36,130,0
0,1,18,64,2,2,0,36,128,0
0,1,19,64,2,2,0,38,128,0
0,1,20,64,2,2,0,40,128,0
0,1,20,65,2,2,0,40,130,0
0,1,20,66,2,2,0,40,132,0
0,1,19,66,2,2,0,38,132,0
0,0,20,65,2,2,0,40,130,0
0,1,19,66,2,2,0,38,132,0
0,1,19,65,2,2,0,38,130,0
0,1,19,64,2,2,0,38,128,0
0,1,20,64,2,2,0,40,128,0
0,1,21,64,2,2,0,42,128,0
0,1,21,65,2,2,0,42,130,0
0,1,21,66,2,2,0,42,132,0
0,1,20,66,2,2,0,40,132,0
0,0,21,65,2,2,0,42,130,0
0,1,20,66,2,2,0,40,132,0
0,1,20,65,2,2,0,40,130,0
0,1,20,64,2,2,0,40,128,0
0,1,21,64,2,2,0,42,128,0
0,1,22,64,2,2,0,44,128,0
0,1,22,65,2,2,0,44,130,0
0,1,22,66,2,2,0,44,132,0
0,1,21,66,2,2,0,42,132,0
0,0,22,65,2,2,0,44,130,0
0,1,21,66,2,2,0,42,132,0
0,1,21,65,2,2,0,42,130,0
0,1,21,64,2,2,0,42,128,0
0,1,22,64,2,2,0,44,128,0
0,1,23,64,2,2,0,46,128,0
0,1,23,65,2,2,0,46,130,0
0,1,23,66,2,2,0,46,132,0
0,1,22,66,2,2,0,44,132,0
0,0,23,65,2,2,0,46,130,0
0,1,22,66,2,2,0,44,132,0
0,1,22,65,2,2,0,44,130,0
0,1,22,64,2,2,0,44,128,0
0,1,23,64,2,2,0,46,128,0
0,1,24,64,2,2,0,48,128,0
0,1,24,65,2,2,0,48,130,0
0,1,24,66,2,2,0,48,132,0
0,1,23,66,2,2,0,46,132,0
0,0,24,65,2,2,0,48,130,0
0,1,23,66,2,2,0,46,132,0
0,1,23,65,2,2,0,46,130,0
0,1,23,64,2,2,0,46,128,0
0,1,24,64,2,2,0,48,128,0
0,1,25,64,2,2,0,50,128,0
0,1,25,65,2,2,0,50,130,0
0,1,25,66,2,2,0,50,132,0
0,1,24,66,2,2,0,48,132,0
0,0,25,65,2,2,0,50,130,0
0,1,24,66,2,2,0,48,132,0
0,1,24,65,2,2,0,48,130,0
0,1,24,64,2,2,0,48,128,0
0,1,25,64,2,2,0,50,128,0
0,1,26,64,2,2,0,52,128,0
0,1,26,65,2,2,0,52,130,0
0,1,26,66,2,2,0,52,132,0
0,1,25,66,2,2,0,50,132,0
0,0,26,65,2,2,0,52,130,0
0,1,25,66,2,2,0,50,132,0
0,1,25,65,2,2,0,50,130,0
0,1,25,64,2,2,0,50,128,0
0,1,26,64,2,2,0,52,128,0
0,1,27,64,2,2,0,54,128,0
0,1,27,65,2,2,0,54,130,0
0,1,27,66,2,2,0,54,132,0
0,1,26,66,2,2,0,52,132,0
0,0,27,65,2,2,0,54,130,0
0,1,26,66,2,2,0,52,132,0
0,1,26,65,2,2,0,52,130,0
0,1,26,64,2,2,0,52,128,0
0,1,27,64,2,2,0,54,128,0
0,1,28,64,2,2,0,56,128,0
0,1,28,65,2,2,0,56,130,0
0,1,28,66,2,2,0,56,132,0
0,1,27,66,2,2,0,54,132,0
0,0,28,65,2,2,0,56,130,0
0,1,27,66,2,2,0,54,132,0
0,1,27,65,2,2,0,54,130,0
0,1,27,64,2,2,0,54,128,0
0,1,28,64,2,2,0,56,128,0
0,1,29,64,2,2,0,58,128,0
0,1,29,65,2,2,0,58,130,0
0,1,29,66,2,2,0,58,132,0
0,1,28,66,2,2,0,56,132,0
0,0,29,65,2,2,0,58,130,0
0,1,28,66,2,2,0,56,132,0
0,1,28,65,2,2,0,56,130,0
0,1,28,64,2,2,0,56,128,0
0,1,29,64,2,2,0,58,128,0
0,1,30,64,2,2,0,60,128,0
0,1,30,65,2,2,0,60,130,0
0,1,30,66,2,2,0,60,132,0
0,1,29,66,2,2,0,58,132,0
0,0,30,65,2,2,0,60,130,0
0,1,29,66,2,2,0,58,132,0
0,1,29,65,2,2,0,58,130,0
0,1,29,64,2,2,0,58,128,0
0,1,30,64,2,2,0,60,128,0
0,1,31,64,2,2,0,62,128,0
0,1,31,65,2,2,0,62,130,0
0,1,31,66,2,2,0,62,132,0
0,1,30,66,2,2,0,60,132,0
0,0,31,65,2,2,0,62,130,0
0,1,30,66,2,2,0,60,132,0
0,1,30,65,2,2,0,60,130,0
0,1,30,64,2,2,0,60,128,0
0,1,31,64,2,2,0,62,128,0
0,1,32,64,2,2,0,64,128,0
0,1,32,65,2,2,0,64,130,0
0,1,32,66,2,2,0,64,132,0
0,1,31,66,2,2,0,62,132,0
0,0,32,65,2,2,0,64,130,0
0,1,31,66,2,2,0,62,132,0
0,1,31,65,2,2,0,62,130,0
0,1,31,64,2,2,0,62,128,0
0,1,32,64,2,2,0,64,128,0
0,1,33,64,2,2,0,66,128,0
0,1,33,65,2,2,0,66,130,0
0,1,33,66,2,2,0,66,132,0
0,1,32,66,2,2,0,64,132,0
0,0,33,65,2,2,0,66,130,0
0,1,32,66,2,2,0,64,132,0
0,1,32,65,2,2,0,64,130,0
0,1,32,64,2,2,0,64,128,0
0,1,33,64,2,2,0,66,128,0
0,1,34,64,2,2,0,68,128,0
0,1,34,65,2,2,0,68,130,0
0,1,34,66,2,2,0,68,132,0
0,1,33,66,2,2,0,66,132,0
0,0,34,65,2,2,0,68,130,0
0,1,33,66,2,2,0,66,132,0
0,1,33,65,2,2,0,66,130,0
0,1,33,64,2,2,0,66,128,0
0,1,34,64,2,2,0,68,128,0
0,1,35,64,2,2,0,70,128,0
0,1,35,65,2,2,0,70,130,0
0,1,35,66,2,2,0,70,132,0
0,1,34,66,2,2,0,68,132,0
0,0,35,65,2,2,0,70,130,0
0,1,34,66,2,2,0,68,132,0
0,1,34,65,2,2,0,68,130,0
0,1,34,64,2,2,0,68,128,0
0,1,35,64,2,2,0,70,128,0
0,1,36,64,2,2,0,72,128,0
0,1,36,65,2,2,0,72,130,0
0,1,36,66,2,2,0,72,132,0
0,1,35,66,2,2,0,70,132,0
0,0,36,65,2,2,0,72,130,0
0,1,35,66,2,2,0,70,132,0
0,1,35,65,2,2,0,70,130,0
0,1,35,64,2,2,0,70,128,0
0,1,36,64,2,2,0,72,128,0
0,1,37,64,2,2,0,74,128,0
0,1,37,65,2,2,0,74,130,0
0,1,37,66,2,2,0,74,132,0
0,1,36,66,2,2,0,72,132,0
0,0,37,65,2,2,0,74,130,0
0,1,36,66,2,2,0,72,132,0
0,1,36,65,2,2,0,72,130,0
0,1,36,64,2,2,0,72,128,0
0,1,37,64,2,2,0,74,128,0
0,1,38,64,2,2,0,76,128,0
0,1,38,65,2,2,0,76,130,0
0,1,38,66,2,2,0,76,132,0
0,1,37,66,2,2,0,74,132,0
0,0,38,65,2,2,0,76,130,0
0,1,37,66,2,2,0,74,132,0
0,1,37,65,2,2,0,74,130,0
0,1,37,64,2,2,0,74,128,0
0,1,38,64,2,2,0,76,128,0
0,1,39,64,2,2,0,78,128,0
0,1,39,65,2,2,0,78,130,0
0,1,39,66,2,2,0,78,132,0
0,1,38,66,2,2,0,76,132,0
0,0,39,65,2,2,0,78,130,0
0,1,38,66,2,2,0,76,132,0
0,1,38,65,2,2,0,76,130,0
0,1,38,64,2,2,0,76,128,0
0,1,39,64,2,2,0,78,128,0
0,1,40,64,2,2,0,80,128,0
0,1,40,65,2,2,0,80,130,0
0,1,40,66,2,2,0,80,132,0
0,1,39,66,2,2,0,78,132,0
0,0,40,65,2,2,0,80,130,0
0,1,39,66,2,2,0,78,132,0
0,1,39,65,2,2,0,78,130,0
0,1,39,64,2,2,0,78,128,0
0,1,40,64,2,2,0,80,128,0
0,1,41,64,2,2,0,82,128,0
0,1,41,65,2,2,0,82,130,0
0,1,41,66,2,2,0,82,132,0
0,1,40,66,2,2,0,80,132,0
0,0,41,65,2,2,0,82,130,0
0,1,40,66,2,2,0,80,132,0
0,1,40,65,2,2,0,80,130,0
0,1,40,64,2,2,0,80,128,0
0,1,41,64,2,2,0,82,128,0
0,1,42,64,2,2,0,84,128,0
0,1,42,65,2,2,0,84,130,0
0,1,42,66,2,2,0,84,132,0
0,1,41,66,2,2,0,82,132,0
0,0,42,65,2,2,0,84,130,0
0,1,41,66,2,2,0,82,132,0
0,1,41,65,2,2,0,82,130,0
0,1,41,64,2,2,0,82,128,0
0,1,42,64,2,2,0,84,128,0
0,1,43,64,2,2,0,86,128,0
0,1,43,65,2,2,0,86,130,0
0,1,43,66,2,2,0,86,132,0
0,1,42,66,2,2,0,84,132,0
0,0,43,65,2,2,0,86,130,0
0,1,42,66,2,2,0,84,132,0
0,1,42,65,2,2,0,84,130,0
0,1,42,64,2,2,0,84,128,0
0,1,43,64,2,2,0,86,128,0
0,1,44,64,2,2,0,88,128,0
0,1,44,65,2,2,0,88,130,0
0,1,44,66,2,2,0,88,132,0
0,1,43,66,2,2,0,86,132,0
0,0,44,65,2,2,0,88,130,0
0,1,43,66,2,2,0,86,132,0
0,1,43,65,2,2,0,86,130,0
0,1,43,64,2,2,0,86,128,0
0,1,44,64,2,2,0,88,128,0
0,1,45,64,2,2,0,90,128,0
0,1,45,65,2,2,0,90,130,0
0,1,45,66,2,2,0,90,132,0
0,1,44,66,2,2,0,88,132,0
0,0,45,65,2,2,0,90,130,0
0,1,44,66,2,2,0,88,132,0
0,1,44,65,2,2,0,88,130,0
0,1,44,64,2,2,0,88,128,0
0,1,45,64,2,2,0,90,128,0
0,1,46,64,2,2,0,92,128,0
0,1,46,65,2,2,0,92,130,0
0,1,46,66,2,2,0,92,132,0
0,1,45,66,2,2,0,90,132,0
0,0,46,65,2,2,0,92,130,0
0,1,45,66,2,2,0,90,132,0
0,1,45,65,2,2,0,90,130,0
0,1,45,64,2,2,0,90,128,0
0,1,46,64,2,2,0,92,128,0
0,1,47,64,2,2,0,94,128,0
0,1,47,65,2,2,0,94,130,0
0,1,47,66,2,2,0,94,132,0
0,1,46,66,2,2,0,92,132,0
0,0,47,65,2,2,0,94,130,0
0,1,46,66,2,2,0,92,132,0
0,1,46,65,2,2,0,92,130,0
0,1,46,64,2,2,0,92,128,0
0,1,47,64,2,2,0,94,128,0
0,1,48,64,2,2,0,96,128,0
0,1,48,65,2,2,0,96,130,0
0,1,48,66,2,2,0,96,132,0
0,1,47,66,2,2,0,94,132,0
0,0,48,65,2,2,0,96,130,0
0,1,47,66,2,2,0,94,132,0
0,1,47,65,2,2,0,94,130,0
0,1,47,64,2,2,0,94,128,0
0,1,48,64,2,2,0,96,128,0
0,1,49,64,2,2,0,98,128,0
0,1,49,65,2,2,0,98,130,0
0,1,49,66,2,2,0,98,132,0
0,1,48,66,2,2,0,96,132,0
0,0,49,65,2,2,0,98,130,0
0,1,48,66,2,2,0,96,132,0
0,1,48,65,2,2,0,96,130,0
0,1,48,64,2,2,0,96,128,0
0,1,49,64,2,2,0,98,128,0
0,1,50,64,2,2,0,100,128,0
0,1,50,65,2,2,0,100,130,0
0,1,50,66,2,2,0,100,132,0
0,1,49,66,2,2,0,98,132,0
0,0,50,65,2,2,0,100,130,0
0,1,49,66,2,2,0,98,132,0
0,1,49,65,2,2,0,98,130,0
0,1,49,64,2,2,0,98,128,0
0,1,50,64,2,2,0,100,128,0
0,1,51,64,2,2,0,102,128,0
0,1,51,65,2,2,0,102,130,0
0,1,51,66,2,2,0,102,132,0
0,1,50,66,2,2,0,100,132,0
0,0,51,65,2,2,0,102,130,0
0,1,50,66,2,2,0,100,132,0
0,1,50,65,2,2,0,100,130,0
0,1,50,64,2,2,0,100,128,0
0,1,51,64,2,2,0,102,128,0
0,1,52,64,2,2,0,104,128,0
0,1,52,65,2,2,0,104,130,0
0,1,52,66,2,2,0,104,132,0
0,1,51,66,2,2,0,102,132,0
0,0,52,65,2,2,0,104,130,0
0,1,51,66,2,2,0,102,132,0
0,1,51,65,2,2,0,102,130,0
0,1,51,64,2,2,0,102,128,0
0,1,52,64,2,2,0,104,128,0
0,1,53,64,2,2,0,106,128,0
0,1,53,65,2,2,0,106,130,0
0,1,53,66,2,2,0,106,132,0
0,1,52,66,2,2,0,104,132,0
0,0,53,65,2,2,0,106,130,0
0,1,52,66,2,2,0,104,132,0
0,1,52,65,2,2,0,104,130,0
0,1,52,64,2,2,0,104,128,0
0,1,53,64,2,2,0,106,128,0
0,1,54,64,2,2,0,108,128,0
0,1,54,65,2,2,0,108,130,0
0,1,54,66,2,2,0,108,132,0
0,1,53,66,2,2,0,106,132,0
0,0,54,65,2,2,0,108,130,0
0,1,53,66,2,2,0,106,132,0
0,1,53,65,2,2,0,106,130,0
0,1,53,64,2,2,0,106,128,0
0,1,54,64,2,2,0,108,128,0
0,1,55,64,2,2,0,110,128,0
0,1,55,65,2,2,0,110,130,0
0,1,55,66,2,2,0,110,132,0
0,1,54,66,2,2,0,108,132,0
0,0,55,65,2,2,0,110,130,0
0,1,54,66,2,2,0,108,132,0
0,1,54,65,2,2,0,108,130,0
0,1,54,64,2,2,0,108,128,0
0,1,55,64,2,2,0,110,128,0
0,1,56,64,2,2,0,112,128,0
0,1,56,65,2,2,0,112,130,0
0,1,56,66,2,2,0,112,132,0
0,1,55,66,2,2,0,110,132,0
0,0,56,65,2,2,0,112,130,0
0,1,55,66,2,2,0,110,132,0
0,1,55,65,2,2,0,110,130,0
0,1,55,64,2,2,0,110,128,0
0,1,56,64,2,2,0,112,128,0
0,1,57,64,2,2,0,114,128,0
0,1,57,65,2,2,0,114,130,0
0,1,57,66,2,2,0,114,132,0
0,1,56,66,2,2,0,112,132,0
0,0,57,65,2,2,0,114,130,0
0,1,56,66,2,2,0,112,132,0
0,1,56,65,2,2,0,112,130,0
0,1,56,64,2,2,0,112,128,0
0,1,57,64,2,2,0,114,128,0
0,1,58,64,2,2,0,116,128,0
0,1,58,65,2,2,0,116,130,0
0,1,58,66,2,2,0,116,132,0
0,1,57,66,2,2,0,114,132,0
0,0,58,65,2,2,0,116,130,0
0,1,57,66,2,2,0,114,132,0
0,1,57,65,2,2,0,114,130,0
0,1,57,64,2,2,0,114,128,0
0,1,58,64,2,2,0,116,128,0
0,1,59,64,2,2,0,118,128,0
0,1,59,65,2,2,0,118,130,0
0,1,59,66,2,2,0,118,132,0
0,1,58,66,2,2,0,116,132,0
0,0,59,65,2,2,0,118,130,0
0,1,58,66,2,2,0,116,132,0
0,1,58,65,2,2,0,116,130,0
0,1,58,64,2,2,0,116,128,0
0,1,59,64,2,2,0,118,128,0
0,1,60,64,2,2,0,120,128,0
0,1,60,65,2,2,0,120,130,0
0,1,60,66,2,2,0,120,132,0
0,1,59,66,2,2,0,118,132,0
0,0,60,65,2,2,0,120,130,0
0,1,59,66,2,2,0,118,132,0
0,1,59,65,2,2,0,118,130,0
0,1,59,64,2,2,0,118,128,0
0,1,60,64,2,2,0,120,128,0
0,1,61,64,2,2,0,122,128,0
0,1,61,65,2,2,0,122,130,0
0,1,61,66,2,2,0,122,132,0
0,1,60,66,2,2,0,120,132,0
0,0,61,65,2,2,0,122,130,0
0,1,60,66,2,2,0,120,132,0
0,1,60,65,2,2,0,120,130,0
0,1,60,64,2,2,0,120,128,0
0,1,61,64,2,2,0,122,128,0
0,1,62,64,2,2,0,124,128,0
0,1,62,65,2,2,0,124,130,0
0,1,62,66,2,2,0,124,132,0
0,1,61,66,2,2,0,122,132,0
0,0,62,65,2,2,0,124,130,0
0,1,61,66,2,2,0,122,132,0
0,1,61,65,2,2,0,122,130,0
0,1,61,64,2,2,0,122,128,0
0,1,62,64,2,2,0,124,128,0
0,1,63,64,2,2,0,126,128,0
0,1,63,65,2,2,0,126,130,0
0,1,63,66,2,2,0,126,132,0
0,1,62,66,2,2,0,124,132,0
0,0,63,65,2,2,0,126,130,0
0,1,62,66,2,2,0,124,132,0
0,1,62,65,2,2,0,124,130,0
0,1,62,64,2,2,0,124,128,0
0,1,63,64,2,2,0,126,128,0
0,1,64,64,2,2,0,128,128,0
0,1,64,65,2,2,0,128,130,0
0,1,64,66,2,2,0,128,132,0
0,1,63,66,2,2,0,126,132,0
0,0,64,65,2,2,0,128,130,0
0,1,63,66,2,2,0,126,132,0
0,1,63,65,2,2,0,126,130,0
0,1,63,64,2,2,0,126,128,0
0,1,64,64,2,2,0,128,128,0
0,1,65,64,2,2,0,130,128,0
0,1,65,65,2,2,0,130,130,0
0,1,65,66,2,2,0,130,132,0
0,1,64,66,2,2,0,128,132,0
0,0,65,65,2,2,0,130,130,0
0,1,64,66,2,2,0,128,132,0
0,1,64,65,2,2,0,128,130,0
0,1,64,64,2,2,0,128,128,0
0,1,65,64,2,2,0,130,128,0
0,1,66,64,2,2,0,132,128,0
0,1,66,65,2,2,0,132,130,0
0,1,66,66,2,2,0,132,132,0
0,1,65,66,2,2,0,130,132,0
0,0,66,65,2,2,0,132,130,0
0,1,65,66,2,2,0,130,132,0
0,1,65,65,2,2,0,130,130,0
0,1,65,64,2,2,0,130,128,0
0,1,66,64,2,2,0,132,128,0
0,1,67,64,2,2,0,134,128,0
0,1,67,65,2,2,0,134,130,0
0,1,67,66,2,2,0,134,132,0
0,1,66,66,2,2,0,132,132,0
0,0,67,65,2,2,0,134,130,0
0,1,66,66,2,2,0,132,132,0
0,1,66,65,2,2,0,132,130,0
0,1,66,64,2,2,0,132,128,0
0,1,67,64,2,2,0,134,128,0
0,1,68,64,2,2,0,136,128,0
0,1,68,65,2,2,0,136,130,0
0,1,68,66,2,2,0,136,132,0
0,1,67,66,2,2,0,134,132,0
0,0,68,65,2,2,0,136,130,0
0,1,67,66,2,2,0,134,132,0
